Employee_ID,Department,Age,Salary,Projects_Completed,Working_Hours,Performance_Score,Promotion_Status
EMP1492,IT,46,1134000,6,50.9,87.6,Yes
EMP1493,Finance,26,833000,8,41.7,67.8,No
EMP1494,IT,21,1108000,1,41.7,59.3,No
EMP1495,Finance,33,1094000,9,40.8,69.6,Yes
EMP1496,Finance,27,962000,9,49.2,71.4,Yes
EMP1497,Sales,35,861000,6,33.7,73.1,No
EMP1498,Finance,37,872000,7,41.7,79.3,Yes
EMP1499,IT,37,1020000,7,43.0,81.5,No
EMP1500,Operations,31,817000,3,48.9,77.5,Yes
EMP1501,Operations,25,710000,10,40.8,74.1,Yes
EMP1502,Operations,44,964000,2,48.1,61.3,No
EMP1503,Marketing,40,995000,10,46.1,83.7,No
EMP1504,IT,42,961000,7,49.1,88.7,Yes
EMP1505,Marketing,37,902000,8,40.3,76.3,No
EMP1506,IT,30,979000,8,46.3,84.1,Yes
EMP1507,Operations,32,902000,8,50.7,76.4,No
EMP1508,Finance,53,1202000,10,42.6,90.7,Yes
EMP1509,Operations,38,915000,5,42.2,71.4,No
EMP1510,Finance,32,889000,8,38.6,72.2,No
EMP1511,Finance,22,938000,7,41.5,63.1,No
EMP1512,Finance,25,1034000,4,42.0,70.4,No
EMP1513,Operations,35,988000,3,38.4,62.3,No
EMP1514,Finance,40,1181000,4,49.5,70.7,Yes
EMP1515,IT,34,1046000,12,50.6,95.9,No
EMP1516,Sales,30,667000,8,43.2,73.0,No
EMP1517,Sales,47,1012000,7,46.6,86.8,Yes
EMP1518,Sales,21,915000,6,38.5,71.1,No
EMP1519,Operations,49,981000,4,41.1,72.8,No
EMP1520,HR,44,977000,8,53.7,100.0,No
EMP1521,Sales,41,1306000,4,52.8,75.5,No
EMP1522,IT,29,1016000,7,49.6,84.0,Yes
EMP1523,IT,32,984000,8,39.5,77.6,No
EMP1524,IT,30,1032000,7,44.2,78.5,No
EMP1525,HR,38,951000,8,51.4,88.8,No
EMP1526,Finance,46,1317000,6,31.5,62.6,Yes
EMP1527,Sales,25,905000,3,47.9,65.5,No
EMP1528,IT,27,1028000,5,40.6,76.2,Yes
EMP1529,IT,38,1002000,4,46.7,97.5,Yes
EMP1530,IT,36,1117000,2,41.0,72.9,Yes
EMP1531,Operations,44,1073000,3,46.9,100.0,No
EMP1532,IT,29,1121000,4,37.6,66.9,No
EMP1533,HR,50,936000,8,45.9,75.4,Yes
EMP1534,Sales,32,990000,3,49.6,73.1,No
EMP1535,Marketing,43,845000,6,38.9,75.1,No
EMP1536,HR,30,935000,12,46.2,91.2,No
EMP1537,Sales,28,910000,7,39.2,63.7,Yes
EMP1538,Operations,31,822000,4,46.4,64.0,No
EMP1539,Operations,31,928000,9,51.3,77.5,No
EMP1540,Marketing,30,697000,5,38.0,70.8,No
EMP1541,Finance,25,883000,7,42.9,80.2,No
EMP1542,Operations,34,938000,7,46.0,82.3,Yes
EMP1543,Sales,24,779000,7,36.1,65.7,Yes
EMP1544,Marketing,33,1001000,9,44.4,80.2,Yes
EMP1545,Operations,35,826000,11,41.2,97.7,Yes
EMP1546,HR,24,763000,4,47.9,58.3,No
EMP1547,Finance,35,955000,9,45.5,77.7,No
EMP1548,Operations,41,838000,3,39.8,54.3,No
EMP1549,Marketing,24,859000,6,46.0,58.9,No
EMP1550,Sales,42,1027000,4,45.5,75.2,Yes
EMP1551,Sales,39,924000,4,42.2,69.9,Yes
EMP1552,Finance,23,966000,5,42.4,72.4,No
EMP1553,Sales,27,822000,4,36.8,55.1,No
EMP1554,Operations,21,775000,7,43.4,75.4,No
EMP1555,Marketing,50,1102000,7,46.2,92.2,Yes
EMP1556,Sales,31,923000,13,45.7,79.2,Yes
EMP1557,IT,35,1077000,5,39.8,67.2,Yes
EMP1558,Sales,41,996000,9,47.1,77.8,No
EMP1559,IT,43,1045000,8,49.8,86.2,Yes
EMP1560,HR,39,967000,4,40.2,73.2,No
EMP1561,Sales,32,867000,8,45.2,87.8,Yes
EMP1562,Operations,31,849000,7,39.4,69.5,No
EMP1563,Finance,44,1136000,1,49.7,64.9,No
EMP1564,Finance,42,1315000,7,42.8,83.8,No
EMP1565,Operations,47,1034000,5,41.6,71.6,Yes
EMP1566,Sales,32,1029000,5,47.3,81.3,No
EMP1567,IT,28,1062000,7,42.1,61.6,Yes
EMP1568,Finance,34,1177000,9,44.5,85.4,Yes
EMP1569,HR,22,787000,3,40.2,69.7,No
EMP1570,IT,32,977000,9,49.7,76.0,No
EMP1571,Marketing,28,899000,11,44.6,76.6,Yes
EMP1572,Marketing,21,671000,6,46.1,80.8,No
EMP1573,Operations,46,1078000,6,50.5,89.2,Yes
EMP1574,Operations,49,962000,8,46.2,69.2,No
EMP1575,Finance,25,919000,7,43.9,70.0,Yes
EMP1576,HR,21,664000,7,42.1,71.3,No
EMP1577,Finance,40,940000,7,37.9,69.5,No
EMP1578,Operations,28,842000,5,33.4,42.4,No
EMP1579,Operations,30,959000,7,46.5,72.1,No
EMP1580,Operations,29,918000,8,43.7,87.4,No
EMP1581,HR,38,981000,5,38.5,64.7,No
EMP1582,HR,33,994000,7,46.0,76.4,No
EMP1583,HR,33,927000,8,43.7,84.1,Yes
EMP1584,Sales,30,847000,7,46.4,71.7,Yes
EMP1585,IT,34,956000,8,43.0,80.3,Yes
EMP1586,Finance,31,1079000,7,43.4,63.5,No
EMP1587,Operations,29,797000,5,52.1,65.5,No
EMP1588,Operations,49,976000,6,35.5,78.4,Yes
EMP1589,IT,32,961000,9,45.8,78.0,No
EMP1590,HR,34,844000,5,48.3,83.4,No
EMP1591,IT,22,1056000,6,54.4,74.6,No
EMP1592,IT,23,924000,10,34.6,66.8,No
EMP1593,IT,33,1103000,6,34.9,61.7,No
EMP1594,Sales,21,687000,9,41.5,74.7,Yes
EMP1595,Finance,49,1083000,5,37.8,83.9,Yes
EMP1596,Finance,31,1059000,7,45.7,64.7,No
EMP1597,IT,32,1039000,8,40.0,67.7,No
EMP1598,HR,35,753000,7,44.1,71.1,No
EMP1599,HR,34,813000,7,51.8,87.6,Yes
EMP1600,Sales,21,708000,5,37.0,57.8,No
EMP1601,Sales,29,918000,3,46.3,60.5,Yes
EMP1602,Marketing,32,1037000,7,43.4,70.4,No
EMP1603,Marketing,21,823000,7,43.4,71.6,No
EMP1604,HR,45,940000,0,41.2,60.5,No
EMP1605,Sales,26,958000,6,46.2,67.0,No
EMP1606,Operations,40,853000,3,44.8,73.4,No
EMP1607,HR,47,1087000,4,30.6,60.8,No
EMP1608,Finance,28,957000,2,42.0,60.0,No
EMP1609,Sales,21,800000,6,47.3,75.4,No
EMP1610,Sales,38,1018000,5,45.3,63.4,No
EMP1611,IT,40,975000,6,31.8,75.4,Yes
EMP1612,Sales,35,966000,3,45.6,68.0,Yes
EMP1613,Sales,21,892000,6,48.8,75.2,No
EMP1614,Operations,42,1142000,6,40.6,73.7,No
EMP1615,IT,49,1153000,6,37.1,79.6,No
EMP1616,HR,37,1000000,3,42.9,66.8,No
EMP1617,IT,29,933000,5,48.0,71.7,No
EMP1618,Sales,33,822000,13,50.5,88.6,No
EMP1619,Marketing,39,1033000,7,46.5,76.4,No
EMP1620,HR,21,544000,5,49.1,68.2,No
EMP1621,Sales,28,791000,5,50.9,80.2,No
EMP1622,Operations,36,853000,6,31.5,56.3,No
EMP1623,Sales,32,1070000,12,48.4,85.8,No
EMP1624,Marketing,30,1117000,7,47.4,70.0,No
EMP1625,IT,34,1002000,9,52.2,95.6,No
EMP1626,IT,24,849000,8,37.6,71.9,No
EMP1627,Sales,31,903000,11,46.1,83.3,No
EMP1628,Finance,29,950000,8,50.6,80.2,No
EMP1629,Sales,37,967000,4,48.8,78.9,Yes
EMP1630,IT,42,998000,3,37.4,73.3,No
EMP1631,Operations,33,844000,5,52.8,78.6,No
EMP1632,IT,40,964000,6,42.7,79.2,No
EMP1633,HR,40,899000,8,43.4,77.1,Yes
EMP1634,Finance,22,917000,4,42.2,57.2,No
EMP1635,Sales,42,1137000,5,42.6,67.0,No
EMP1636,IT,28,621000,7,47.4,62.7,No
EMP1637,Sales,36,1064000,7,39.8,82.6,No
EMP1638,Operations,28,682000,5,43.6,65.3,No
EMP1639,IT,44,1093000,5,44.3,76.4,Yes
EMP1640,Marketing,31,935000,4,46.5,65.3,No
EMP1641,Operations,39,805000,5,43.1,61.5,No
EMP1642,IT,30,933000,8,51.3,85.1,No
EMP1643,IT,22,968000,6,38.0,68.3,No
EMP1644,Operations,45,1152000,3,38.8,77.9,No
EMP1645,Finance,38,1055000,5,41.9,76.7,No
EMP1646,IT,33,930000,6,42.6,74.7,Yes
EMP1647,Finance,28,1054000,5,48.5,73.1,Yes
EMP1648,Marketing,42,931000,4,42.8,70.3,No
EMP1649,Marketing,34,840000,4,42.4,73.4,No
EMP1650,Operations,33,912000,7,48.3,74.3,Yes
EMP1651,Finance,40,901000,6,39.0,73.8,No
EMP1652,IT,35,1116000,3,47.5,73.7,No
EMP1653,IT,30,1114000,7,46.0,81.2,Yes
EMP1654,IT,34,1089000,8,43.8,71.9,No
EMP1655,HR,29,710000,8,39.0,67.2,No
EMP1656,Operations,31,854000,8,35.3,58.9,No
EMP1657,HR,41,801000,3,38.9,69.8,No
EMP1658,IT,25,1022000,4,46.1,58.2,No
EMP1659,HR,28,691000,3,46.4,74.0,No
EMP1660,Finance,42,1018000,7,45.5,86.7,No
EMP1661,Sales,47,1176000,3,48.3,75.2,No
EMP1662,HR,21,903000,6,40.9,60.7,No
EMP1663,Operations,44,1023000,7,42.1,80.2,No
EMP1664,Marketing,31,812000,9,41.0,70.1,No
EMP1665,Finance,30,899000,5,45.7,69.7,No
EMP1666,Marketing,35,904000,7,45.8,93.2,Yes
EMP1667,IT,35,948000,8,45.0,75.8,Yes
EMP1668,Finance,44,1167000,3,41.5,74.8,Yes
EMP1669,Sales,35,801000,8,39.2,77.4,Yes
EMP1670,Sales,46,936000,12,54.8,95.1,Yes
EMP1671,Marketing,33,923000,8,46.0,78.6,No
EMP1672,Operations,44,978000,8,55.1,96.0,Yes
EMP1673,IT,32,1153000,7,46.1,66.9,Yes
EMP1674,Finance,33,1079000,3,47.8,70.2,No
EMP1675,Finance,27,1039000,8,50.3,76.4,Yes
EMP1676,Finance,26,998000,6,37.6,52.0,No
EMP1677,Marketing,33,982000,5,40.5,65.0,No
EMP1678,Marketing,28,729000,12,48.6,91.6,Yes
EMP1679,HR,35,891000,8,46.1,77.0,Yes
EMP1680,HR,36,1059000,4,49.4,69.3,Yes
EMP1681,Finance,21,1028000,9,41.9,84.0,Yes
EMP1682,Sales,31,1064000,10,52.3,81.5,Yes
EMP1683,HR,35,825000,8,49.1,83.5,Yes
EMP1684,HR,34,741000,5,47.1,77.2,Yes
EMP1685,Sales,41,852000,6,45.9,72.6,No
EMP1686,Marketing,38,1046000,6,43.3,82.6,Yes
EMP1687,Marketing,30,1008000,5,41.4,64.6,No
EMP1688,Marketing,34,884000,8,41.6,79.3,No
EMP1689,Operations,22,906000,9,41.2,81.9,Yes
EMP1690,Operations,41,657000,4,45.7,59.2,No
EMP1691,Sales,27,960000,9,46.6,73.5,Yes
EMP1692,Sales,28,921000,8,43.2,75.9,No
EMP1693,Finance,35,976000,8,44.1,81.3,Yes
EMP1694,HR,28,937000,5,48.7,67.9,No
EMP1695,IT,32,1047000,12,49.8,84.1,Yes
EMP1696,IT,45,1074000,6,49.1,91.0,Yes
EMP1697,Operations,31,874000,6,43.8,71.5,Yes
EMP1698,Sales,24,902000,10,48.3,79.3,No
EMP1699,Finance,36,1106000,8,54.0,93.1,No
EMP1700,Operations,22,813000,4,37.5,66.9,No
EMP1701,Marketing,32,1006000,5,43.6,74.5,No
EMP1702,Marketing,37,1074000,7,37.0,81.0,No
EMP1703,Operations,40,882000,7,32.4,57.1,No
EMP1704,Finance,45,1031000,8,44.0,77.3,No
EMP1705,Operations,28,940000,7,43.3,70.4,No
EMP1706,Sales,21,758000,8,46.0,82.0,No
EMP1707,Finance,29,931000,7,42.8,63.7,No
EMP1708,IT,38,927000,6,48.3,84.4,Yes
EMP1709,Finance,27,873000,5,46.4,56.8,No
EMP1710,Sales,22,835000,11,45.1,74.4,No
EMP1711,IT,42,1012000,5,44.1,77.8,Yes
EMP1712,IT,26,1038000,8,47.7,73.6,Yes
EMP1713,Marketing,38,944000,7,39.3,70.3,Yes
EMP1714,Operations,30,872000,6,40.5,62.5,Yes
EMP1715,Sales,37,999000,11,52.8,87.9,Yes
EMP1716,Operations,21,887000,5,30.0,54.3,No
EMP1717,Marketing,34,918000,5,46.3,65.6,Yes
EMP1718,Finance,37,876000,8,41.5,72.9,Yes
EMP1719,IT,31,891000,10,47.9,91.8,Yes
EMP1720,Marketing,28,1058000,8,43.6,68.2,No
EMP1721,Marketing,40,1033000,7,45.8,64.5,Yes
EMP1722,Marketing,22,1031000,7,47.7,78.4,No
EMP1723,HR,32,699000,5,41.2,64.1,No
EMP1724,Operations,26,896000,4,46.7,64.0,No
EMP1725,IT,24,882000,3,36.5,60.9,No
EMP1726,Marketing,40,1053000,12,43.8,72.8,No
EMP1727,IT,40,1099000,6,46.1,66.7,Yes
EMP1728,IT,37,1064000,2,43.0,61.1,No
EMP1729,IT,22,911000,8,50.9,74.0,Yes
EMP1730,Marketing,29,857000,8,47.0,80.8,Yes
EMP1731,IT,34,933000,10,41.0,70.0,No
EMP1732,HR,23,760000,8,44.2,64.8,No
EMP1733,Sales,35,930000,9,42.5,68.6,Yes
EMP1734,Marketing,28,957000,5,39.5,61.2,No
EMP1735,Sales,37,862000,6,37.3,80.7,No
EMP1736,IT,42,1047000,4,39.4,77.6,Yes
EMP1737,Sales,37,965000,7,42.4,69.1,Yes
EMP1738,Finance,35,990000,10,43.0,91.6,No
EMP1739,Marketing,35,642000,7,38.2,72.5,No
EMP1740,Marketing,23,825000,7,35.1,83.2,No
EMP1741,Marketing,52,1075000,4,42.3,79.0,Yes
EMP1742,Marketing,31,827000,8,42.8,75.8,Yes
EMP1743,Operations,31,991000,7,47.5,68.9,Yes
EMP1744,IT,31,976000,8,40.6,68.6,No
EMP1745,HR,43,1112000,5,45.7,73.6,No
EMP1746,Marketing,25,831000,6,34.0,57.5,No
EMP1747,IT,47,1214000,9,42.4,91.7,Yes
EMP1748,IT,31,953000,10,41.0,76.2,No
EMP1749,Marketing,41,788000,7,45.8,85.8,Yes
EMP1750,Finance,32,944000,9,41.5,75.6,Yes
EMP1751,Finance,24,842000,9,48.1,65.6,No
EMP1752,IT,28,1161000,5,39.2,74.6,No
EMP1753,Finance,53,1144000,6,37.8,70.4,Yes
EMP1754,Marketing,35,952000,7,46.5,78.6,No
EMP1755,Operations,33,707000,7,46.0,75.9,No
EMP1756,Marketing,46,1045000,7,39.8,72.7,Yes
EMP1757,Operations,37,875000,8,43.8,71.2,Yes
EMP1758,Sales,30,947000,9,52.6,78.9,No
EMP1759,Operations,35,942000,9,45.5,70.5,No
EMP1760,Marketing,33,814000,11,44.2,89.1,Yes
EMP1761,HR,32,739000,10,43.8,85.6,Yes
EMP1762,Sales,21,941000,7,49.0,76.8,No
EMP1763,Marketing,23,905000,8,50.5,77.9,Yes
EMP1764,Marketing,28,855000,10,45.0,65.5,No
EMP1765,Operations,24,719000,10,49.0,74.1,No
EMP1766,IT,25,897000,11,34.8,72.2,Yes
EMP1767,Operations,34,853000,5,40.9,69.1,No
EMP1768,IT,33,1127000,8,52.1,71.9,No
EMP1769,Operations,45,1037000,6,44.8,83.3,No
EMP1770,Sales,31,924000,12,42.7,81.6,Yes
EMP1771,Finance,35,934000,6,46.9,65.9,Yes
EMP1772,Marketing,34,984000,7,41.0,69.6,No
EMP1773,Marketing,34,864000,12,44.3,77.3,Yes
EMP1774,Operations,52,1181000,3,45.7,72.1,No
EMP1775,Marketing,40,1005000,8,47.1,81.8,No
EMP1776,IT,38,1000000,13,47.9,100.0,Yes
EMP1777,Sales,42,1152000,4,45.5,74.2,No
EMP1778,Finance,34,1111000,12,46.4,84.2,Yes
EMP1779,IT,31,1027000,7,41.0,70.5,Yes
EMP1780,Sales,45,1117000,7,36.7,74.3,Yes
EMP1781,Sales,25,949000,6,41.2,65.6,No
EMP1782,Sales,50,1098000,8,52.8,80.1,No
EMP1783,IT,26,892000,6,48.6,85.7,No
EMP1784,HR,48,1004000,2,37.9,64.1,No
EMP1785,Sales,28,846000,10,46.4,84.6,Yes
EMP1786,Sales,41,1015000,8,42.2,70.2,Yes
EMP1787,IT,37,1202000,11,44.9,87.1,Yes
EMP1788,HR,44,1055000,6,44.7,68.7,Yes
EMP1789,Sales,21,818000,9,41.6,72.5,Yes
EMP1790,Operations,50,906000,10,35.4,77.1,No
EMP1791,Finance,26,953000,3,43.7,72.5,Yes
EMP1792,IT,27,1039000,11,45.9,74.1,Yes
EMP1793,Marketing,34,1057000,5,44.7,63.0,Yes
EMP1794,IT,35,1050000,9,47.8,84.2,Yes
EMP1795,IT,35,926000,10,40.7,80.3,No
EMP1796,Marketing,32,860000,6,45.9,79.6,Yes
EMP1797,Operations,35,859000,7,41.5,60.4,No
EMP1798,Operations,35,914000,8,47.6,66.1,No
EMP1799,Sales,22,869000,6,46.8,69.7,No
EMP1800,Sales,31,990000,6,43.1,73.1,Yes
EMP1801,Operations,29,831000,7,50.1,82.6,Yes
EMP1802,HR,36,934000,3,37.6,46.9,No
EMP1803,Finance,37,1119000,10,45.6,78.8,Yes
EMP1804,Marketing,25,854000,4,47.1,74.5,No
EMP1805,Marketing,48,1188000,6,56.5,88.3,Yes
EMP1806,Finance,39,997000,7,39.4,68.6,No
EMP1807,Finance,26,922000,4,39.4,62.9,No
EMP1808,Operations,21,671000,9,46.2,74.3,No
EMP1809,Sales,27,890000,6,39.5,75.5,No
EMP1810,IT,33,1033000,9,46.5,79.2,Yes
EMP1811,IT,38,1110000,8,39.9,70.2,Yes
EMP1812,Sales,36,1153000,8,38.2,76.3,Yes
EMP1813,Operations,21,773000,5,37.3,62.8,No
EMP1814,Marketing,46,1107000,6,34.9,74.8,Yes
EMP1815,Finance,27,1073000,7,51.2,75.0,Yes
EMP1816,Sales,33,916000,4,49.6,62.3,No
EMP1817,IT,25,839000,13,39.4,83.0,Yes
EMP1818,IT,37,1132000,4,46.7,65.4,No
EMP1819,Sales,21,801000,5,51.9,69.2,No
EMP1820,IT,36,1034000,10,59.0,99.5,No
EMP1821,Sales,37,1109000,5,45.1,67.1,No
EMP1822,HR,37,1174000,0,42.0,62.6,No
EMP1823,Sales,27,858000,5,53.1,75.4,No
EMP1824,Operations,40,1009000,3,39.4,69.3,Yes
EMP1825,HR,29,954000,5,37.3,61.5,Yes
EMP1826,Marketing,24,922000,7,49.1,91.3,Yes
EMP1827,Sales,38,773000,8,47.4,86.2,No
EMP1828,Sales,33,916000,9,49.0,74.6,No
EMP1829,Operations,23,868000,3,42.0,61.1,No
EMP1830,Operations,48,866000,5,48.6,80.2,No
EMP1831,Operations,21,791000,3,39.2,61.8,No
EMP1832,Finance,27,775000,8,50.3,73.8,Yes
EMP1833,Finance,33,955000,5,49.7,88.1,No
EMP1834,Sales,38,967000,10,44.9,79.4,Yes
EMP1835,Sales,52,1116000,6,31.8,73.6,No
EMP1836,IT,43,1044000,7,43.6,69.7,Yes
EMP1837,Operations,41,830000,3,43.2,68.5,No
EMP1838,IT,36,1244000,6,41.0,72.9,Yes
EMP1839,Finance,29,942000,2,37.3,61.0,No
EMP1840,IT,27,1056000,5,50.6,72.2,No
EMP1841,Sales,38,1131000,10,45.9,86.1,Yes
EMP1842,IT,33,962000,3,39.9,75.3,No
EMP1843,IT,21,916000,5,46.8,60.2,No
EMP1844,Finance,21,1077000,15,50.6,90.1,Yes
EMP1845,Marketing,21,799000,7,44.9,63.3,Yes
EMP1846,Sales,38,1063000,7,45.5,70.6,No
EMP1847,HR,33,1011000,3,41.1,68.4,No
EMP1848,Sales,29,712000,6,37.8,69.5,No
EMP1849,Operations,33,955000,5,43.1,77.1,No
EMP1850,Sales,41,1049000,9,45.5,67.9,Yes
EMP1851,HR,34,680000,4,44.9,66.1,No
EMP1852,Operations,37,925000,11,49.5,70.6,Yes
EMP1853,Finance,30,1018000,6,47.2,75.9,Yes
EMP1854,IT,34,1015000,7,56.5,81.3,Yes
EMP1855,Finance,42,912000,5,44.7,83.1,No
EMP1856,Sales,26,907000,7,47.9,73.6,Yes
EMP1857,IT,36,1046000,7,30.0,62.5,Yes
EMP1858,Marketing,38,783000,5,49.2,81.9,No
EMP1859,Sales,39,1051000,6,46.7,83.6,No
EMP1860,Operations,33,830000,9,43.3,83.6,Yes
EMP1861,Operations,29,809000,7,45.6,74.8,No
EMP1862,Marketing,31,838000,8,44.9,68.5,Yes
EMP1863,HR,44,911000,8,50.7,94.8,No
EMP1864,IT,37,1109000,5,38.8,65.5,No
EMP1865,HR,39,1060000,5,45.8,68.7,Yes
EMP1866,Sales,41,926000,6,41.3,77.4,No
EMP1867,Operations,37,909000,7,45.1,82.2,No
EMP1868,Sales,42,1013000,2,47.2,82.9,No
EMP1869,Sales,29,870000,13,43.0,82.6,No
EMP1870,Operations,33,873000,5,39.6,63.6,No
EMP1871,Marketing,27,908000,9,51.4,75.9,Yes
EMP1872,Marketing,36,895000,3,39.5,66.7,No
EMP1873,HR,25,897000,5,45.6,67.1,No
EMP1874,IT,47,1160000,6,49.5,95.0,Yes
EMP1875,IT,32,1021000,4,45.8,78.1,Yes
EMP1876,Marketing,36,982000,7,42.2,71.4,Yes
EMP1877,Operations,29,763000,6,44.4,62.6,No
EMP1878,Operations,41,996000,7,50.9,84.8,No
EMP1879,IT,35,1019000,5,47.4,72.9,No
EMP1880,Operations,41,1014000,4,44.5,54.7,No
EMP1881,IT,31,960000,3,32.7,64.0,No
EMP1882,Marketing,27,789000,5,39.9,69.1,No
EMP1883,Finance,23,870000,5,50.1,75.7,No
EMP1884,IT,21,1002000,9,41.3,78.1,No
EMP1885,Marketing,30,979000,5,41.9,64.2,Yes
EMP1886,Sales,33,925000,9,45.6,71.0,Yes
EMP1887,Operations,34,986000,7,40.7,62.1,No
EMP1888,Operations,45,930000,5,41.6,64.5,No
EMP1889,IT,31,1160000,11,45.4,85.6,Yes
EMP1890,IT,26,1107000,7,45.9,85.9,Yes
EMP1891,HR,33,934000,6,42.6,62.7,No
EMP1892,Operations,31,916000,3,34.4,53.0,No
EMP1893,Finance,30,922000,8,47.5,80.0,No
EMP1894,IT,27,956000,7,46.0,80.2,Yes
EMP1895,Finance,36,969000,7,46.0,84.3,Yes
EMP1896,Finance,27,892000,9,44.9,89.2,No
EMP1897,HR,36,763000,2,43.1,58.5,No
EMP1898,HR,47,1110000,9,46.2,81.9,Yes
EMP1899,Finance,34,877000,3,47.4,63.6,No
EMP1900,Operations,32,850000,5,50.4,79.5,No
EMP1901,IT,38,943000,5,44.7,79.0,Yes
EMP1902,Marketing,29,805000,5,47.5,77.3,No
EMP1903,Sales,30,899000,6,52.4,79.0,Yes
EMP1904,Marketing,28,936000,8,37.3,78.7,Yes
EMP1905,Sales,32,919000,7,40.5,55.4,No
EMP1906,Sales,40,1059000,4,41.1,70.8,No
EMP1907,Operations,21,727000,4,35.5,67.6,No
EMP1908,Marketing,35,889000,6,38.9,65.5,No
EMP1909,Marketing,32,933000,5,50.2,82.2,No
EMP1910,Finance,30,930000,7,37.1,66.7,No
EMP1911,Marketing,40,1087000,7,41.9,82.3,No
EMP1912,Finance,21,962000,9,43.3,83.7,Yes
EMP1913,HR,21,649000,8,38.7,60.1,No
EMP1914,IT,43,1188000,3,49.0,65.9,No
EMP1915,Finance,21,795000,6,41.7,58.7,No
EMP1916,Sales,26,791000,4,46.2,73.3,Yes
EMP1917,Marketing,25,742000,5,43.9,75.5,No
EMP1918,Finance,26,876000,8,47.9,71.8,No
EMP1919,Finance,45,1060000,8,35.4,80.0,Yes
EMP1920,IT,44,1074000,6,44.8,85.6,Yes
EMP1921,Finance,32,905000,8,43.5,75.4,No
EMP1922,IT,27,986000,6,45.4,72.7,No
EMP1923,HR,41,857000,8,40.2,64.8,No
EMP1924,Operations,37,891000,5,47.6,76.2,No
EMP1925,Operations,36,726000,3,32.3,60.8,No
EMP1926,Sales,34,1033000,5,40.5,83.6,No
EMP1927,IT,25,897000,5,45.7,74.2,No
EMP1928,Sales,32,866000,5,48.0,72.2,Yes
EMP1929,Finance,21,921000,5,51.4,82.1,No
EMP1930,Marketing,37,1046000,2,42.7,57.6,No
EMP1931,Sales,21,740000,7,48.2,85.6,No
EMP1932,Finance,21,982000,8,45.5,68.2,Yes
EMP1933,IT,37,981000,6,47.2,92.0,Yes
EMP1934,HR,42,866000,8,46.9,84.0,No
EMP1935,Operations,37,976000,5,37.5,69.7,No
EMP1936,Sales,39,872000,7,43.6,81.1,No
EMP1937,IT,39,1085000,7,40.9,87.6,Yes
EMP1938,Finance,30,914000,6,47.6,74.8,No
EMP1939,Marketing,48,855000,6,46.3,73.5,No
EMP1940,Sales,51,1084000,4,44.6,83.3,Yes
EMP1941,IT,27,1022000,7,41.6,84.3,Yes
EMP1942,HR,40,909000,3,41.2,74.7,No
EMP1943,IT,33,1022000,4,40.3,69.5,No
EMP1944,Marketing,34,780000,8,42.5,73.6,Yes
EMP1945,Sales,33,854000,6,46.2,77.5,No
EMP1946,HR,30,835000,5,39.3,60.1,No
EMP1947,IT,37,1201000,8,45.6,82.2,Yes
EMP1948,IT,25,1116000,7,44.3,69.2,Yes
EMP1949,Finance,32,953000,6,52.1,75.1,Yes
EMP1950,Marketing,38,1007000,8,42.1,66.4,No
EMP1951,Marketing,36,895000,8,53.9,74.1,Yes
EMP1952,Marketing,29,992000,7,39.8,77.6,No
EMP1953,Sales,31,797000,5,33.8,60.9,No
EMP1954,IT,44,1137000,4,56.3,70.1,Yes
EMP1955,IT,44,987000,12,42.9,89.4,Yes
EMP1956,IT,30,990000,4,45.6,78.2,No
EMP1957,HR,30,796000,7,47.5,68.7,Yes
EMP1958,Sales,39,989000,13,47.3,88.8,No
EMP1959,Operations,28,850000,2,36.0,46.9,No
EMP1960,Sales,42,908000,6,44.9,84.2,No
EMP1961,Finance,26,849000,6,46.5,68.9,No
EMP1962,Sales,43,924000,3,46.4,78.8,No
EMP1963,IT,40,946000,7,43.6,83.5,No
EMP1964,Sales,26,840000,8,45.1,87.2,No
EMP1965,Sales,21,871000,7,41.8,76.5,No
EMP1966,Marketing,47,1022000,5,46.1,78.6,Yes
EMP1967,Sales,36,1092000,7,42.0,72.6,Yes
EMP1968,HR,35,728000,5,35.6,73.0,No
EMP1969,Marketing,36,891000,10,49.5,83.8,Yes
EMP1970,Sales,39,897000,5,44.0,68.2,No
EMP1971,Operations,37,932000,5,41.7,73.7,No
EMP1972,Finance,27,868000,9,48.6,78.6,No
EMP1973,Finance,32,927000,7,39.8,74.1,Yes
EMP1974,Finance,32,1055000,9,43.2,85.3,Yes
EMP1975,Operations,43,900000,3,44.1,72.2,No
EMP1976,Finance,40,905000,4,44.3,56.3,No
EMP1977,Operations,35,1052000,12,47.1,100.0,Yes
EMP1978,Sales,45,1008000,5,47.8,85.3,Yes
EMP1979,IT,24,931000,11,44.8,76.9,Yes
EMP1980,Sales,31,916000,2,40.5,73.0,No
EMP1981,IT,21,908000,10,60.0,92.9,Yes
EMP1982,IT,39,1088000,4,43.0,79.0,Yes
EMP1983,Marketing,46,1074000,6,39.9,73.2,Yes
EMP1984,Finance,41,1024000,8,54.2,87.6,Yes
EMP1985,Sales,26,941000,7,37.5,60.6,No
EMP1986,Sales,32,951000,6,41.5,60.5,Yes
EMP1987,Operations,44,1069000,6,39.6,70.5,No
EMP1988,Operations,45,1112000,6,40.6,82.3,Yes
EMP1989,Sales,30,744000,11,46.0,71.5,No
EMP1990,Finance,25,977000,10,46.7,92.5,Yes
